CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
51202000,SHAFTER RD,PRESIDIO BLVD,,,,PRESIDIO BLVD intersection,,29714
33704000,SHAKESPEARE ST,RHINE ST,,,,RHINE ST intersection,,29715
33454000,SHAKESPEARE ST,HEAD ST,,,,HEAD ST intersection,,29717
52076000,SHAKESPEARE ST,END,,,,END intersection,,29719
22486000,SHAKESPEARE ST,DE LONG ST,,,,DE LONG ST intersection,,29721
24944000,SHANNON ST,OFARRELL ST,,,,OFARRELL ST intersection,,29722
24962000,SHANNON ST,GEARY ST,,,,GEARY ST intersection,,29724
30053000,SHANNON ST,POST ST,,,,POST ST intersection,,29726
25730000,SHARON ST,15TH ST,,,,15TH ST intersection,,29727
25731000,SHARON ST,16TH ST,,,,16TH ST intersection,,29729
52400000,SHARP PL,END,,,,END intersection,,29730
25513000,SHARP PL,UNION ST,,,,UNION ST intersection,,29732
24602000,SHAW ALY,MISSION ST,,,,MISSION ST intersection,,29733
24600000,SHAW ALY,MINNA ST,,,,MINNA ST intersection,,29735
22092000,SHAWNEE AVE,CAYUGA AVE,,,,CAYUGA AVE intersection,,29736
22094000,SHAWNEE AVE,DELANO AVE,,,,DELANO AVE intersection,,29738
22172000,SHAWNEE AVE,SAN JOSE AVE,,,,SAN JOSE AVE intersection,,29740
27321000,SHELDON TER,15TH AVE,,,,15TH AVE intersection,,29741
50547000,SHELDON TER,END,,,,END intersection,,29743
50241000,SHEPHARD PL,END,,,,END intersection,,29744
25102000,SHEPHARD PL,MASON ST \ TRUETT ST,,,,MASON ST \ TRUETT ST intersection,,29746
51263000,SHERIDAN AVE,GRAHAM ST,,,,GRAHAM ST intersection,,29747
51262000,SHERIDAN AVE,ANZA AVE,,,,ANZA AVE intersection,,29749
51261000,SHERIDAN AVE,ARGUELLO BLVD,,,,ARGUELLO BLVD intersection,,29751
51307000,SHERIDAN AVE,MONTGOMERY ST,,,,MONTGOMERY ST intersection,,29753
51309000,SHERIDAN AVE,TAYLOR RD,,,,TAYLOR RD intersection,,29755
51303000,SHERIDAN AVE,FISHER LOOP \ ORD ST,,,,FISHER LOOP \ ORD ST intersection,,29757
51302000,SHERIDAN AVE,INFANTRY TER \ RILEY AVE,,,,INFANTRY TER \ RILEY AVE intersection,,29759
51301000,SHERIDAN AVE,LINCOLN BLVD \ PORTAL DR,,,,LINCOLN BLVD \ PORTAL DR intersection,,29761
24212000,SHERIDAN ST,09TH ST,,,,09TH ST intersection,,29762
24232000,SHERIDAN ST,10TH ST,,,,10TH ST intersection,,29764
51205000,SHERMAN RD,RUGER ST,,,,RUGER ST intersection,,29765
51210000,SHERMAN RD,PRESIDIO BLVD,,,,PRESIDIO BLVD intersection,,29767
24264000,SHERMAN ST,FOLSOM ST,,,,FOLSOM ST intersection,,29768
23927000,SHERMAN ST,CLEVELAND ST,,,,CLEVELAND ST intersection,,29770
23928000,SHERMAN ST,HARRISON ST,,,,HARRISON ST intersection,,29772
22402000,SHERWOOD CT,DALEWOOD WAY \ LANSDALE AVE \ MYRA WAY,,,,DALEWOOD WAY \ LANSDALE AVE \ MYRA WAY intersection,,29773
50649000,SHERWOOD CT,END,,,,END intersection,,29775
52067000,SHIELDS ST,ORIZABA AVE,,,,ORIZABA AVE intersection,,29776
52065000,SHIELDS ST,END,,,,END intersection,,29778
22601000,SHIELDS ST,BRIGHT ST,,,,BRIGHT ST intersection,,29780
22691000,SHIELDS ST,HEAD ST,,,,HEAD ST intersection,,29782
22697000,SHIELDS ST,VICTORIA ST,,,,VICTORIA ST intersection,,29784
22698000,SHIELDS ST,RAMSELL ST,,,,RAMSELL ST intersection,,29786
22699000,SHIELDS ST,ARCH ST,,,,ARCH ST intersection,,29788
22718000,SHIELDS ST,VERNON ST,,,,VERNON ST intersection,,29790
22719000,SHIELDS ST,RALSTON ST,,,,RALSTON ST intersection,,29792
22721000,SHIELDS ST,BYXBEE ST,,,,BYXBEE ST intersection,,29794
22726000,SHIELDS ST,MONTICELLO ST,,,,MONTICELLO ST intersection,,29796
22725000,SHIELDS ST,BEVERLY ST,,,,BEVERLY ST intersection,,29798
52059000,SHIELDS ST,END,,,,END intersection,,29800
23008000,SHIELDS ST,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,29802
50803000,SHIP ST,END,,,,END intersection,,29803
51935000,SHIP ST,CARROLL AVE,,,,CARROLL AVE intersection,,29805
51936000,SHIP ST,DONNER AVE,,,,DONNER AVE intersection,,29807
51963000,SHIP ST,EGBERT AVE,,,,EGBERT AVE intersection,,29809
51964000,SHIP ST,FITZGERALD AVE,,,,FITZGERALD AVE intersection,,29811
51965000,SHIP ST,GILMAN AVE,,,,GILMAN AVE intersection,,29813
51966000,SHIP ST,HOLLISTER AVE,,,,HOLLISTER AVE intersection,,29815
50813000,SHIP ST,END,,,,END intersection,,29817
23911000,SHIPLEY ST,04TH ST,,,,04TH ST intersection,,29818
23935000,SHIPLEY ST,05TH ST,,,,05TH ST intersection,,29820
23934000,SHIPLEY ST,FALMOUTH ST,,,,FALMOUTH ST intersection,,29822
23933000,SHIPLEY ST,06TH ST,,,,06TH ST intersection,,29824
27892000,SHORE VIEW AVE,36TH AVE,,,,36TH AVE intersection,,29825
27894000,SHORE VIEW AVE,37TH AVE,,,,37TH AVE intersection,,29827
27897000,SHORE VIEW AVE,38TH AVE,,,,38TH AVE intersection,,29829
26153000,SHORT ST,YUKON ST,,,,YUKON ST intersection,,29830
26152000,SHORT ST,MARKET ST,,,,MARKET ST intersection,,29832
24339000,SHOTWELL ST,14TH ST,,,,14TH ST intersection,,29833
24338000,SHOTWELL ST,15TH ST,,,,15TH ST intersection,,29835
24141000,SHOTWELL ST,16TH ST,,,,16TH ST intersection,,29837
24135000,SHOTWELL ST,17TH ST,,,,17TH ST intersection,,29839
24127000,SHOTWELL ST,18TH ST,,,,18TH ST intersection,,29841
24125000,SHOTWELL ST,19TH ST,,,,19TH ST intersection,,29843
24124000,SHOTWELL ST,20TH ST,,,,20TH ST intersection,,29845
24080000,SHOTWELL ST,21ST ST,,,,21ST ST intersection,,29847
24078000,SHOTWELL ST,22ND ST,,,,22ND ST intersection,,29849
24065000,SHOTWELL ST,23RD ST,,,,23RD ST intersection,,29851
24064000,SHOTWELL ST,24TH ST,,,,24TH ST intersection,,29853
24059000,SHOTWELL ST,25TH ST,,,,25TH ST intersection,,29855
21293000,SHOTWELL ST,26TH ST,,,,26TH ST intersection,,29857
21290000,SHOTWELL ST,CESAR CHAVEZ ST,,,,CESAR CHAVEZ ST intersection,,29859
21291000,SHOTWELL ST,PRECITA AVE,,,,PRECITA AVE intersection,,29861
21286000,SHOTWELL ST,BESSIE ST \ MIRABEL AVE,,,,BESSIE ST \ MIRABEL AVE intersection,,29862
21285000,SHOTWELL ST,MONTEZUMA ST,,,,MONTEZUMA ST intersection,,29864
21283000,SHOTWELL ST,AZTEC ST,,,,AZTEC ST intersection,,29866
21282000,SHOTWELL ST,STONEMAN ST,,,,STONEMAN ST intersection,,29868
50895000,SHOTWELL ST,END,,,,END intersection,,29870
33162000,SHOUP AVE,ARMSTRONG AVE \ KALMANOVITZ ST,,,,ARMSTRONG AVE \ KALMANOVITZ ST intersection,,29871
20535000,SHOUP AVE,DIANA ST \ WILLIAMS AVE,,,,DIANA ST \ WILLIAMS AVE intersection,,29873
26470000,SHRADER ST,FULTON ST,,,,FULTON ST intersection,,29874
26439000,SHRADER ST,GROVE ST,,,,GROVE ST intersection,,29876
26438000,SHRADER ST,HAYES ST,,,,HAYES ST intersection,,29878
26437000,SHRADER ST,FELL ST,,,,FELL ST intersection,,29880
26436000,SHRADER ST,OAK ST,,,,OAK ST intersection,,29881
26435000,SHRADER ST,PAGE ST,,,,PAGE ST intersection,,29883
26430000,SHRADER ST,HAIGHT ST,,,,HAIGHT ST intersection,,29885
26429000,SHRADER ST,WALLER ST,,,,WALLER ST intersection,,29887
26425000,SHRADER ST,BEULAH ST,,,,BEULAH ST intersection,,29889
26426000,SHRADER ST,FREDERICK ST,,,,FREDERICK ST intersection,,29891
26300000,SHRADER ST,CARL ST,,,,CARL ST intersection,,29892
26299000,SHRADER ST,PARNASSUS AVE,,,,PARNASSUS AVE intersection,,29894
26283000,SHRADER ST,GRATTAN ST,,,,GRATTAN ST intersection,,29896
26279000,SHRADER ST,ALMA ST,,,,ALMA ST intersection,,29898
26278000,SHRADER ST,RIVOLI ST,,,,RIVOLI ST intersection,,29900
26271000,SHRADER ST,17TH ST,,,,17TH ST intersection,,29902
26270000,SHRADER ST,CARMEL ST,,,,CARMEL ST intersection,,29904
26269000,SHRADER ST,BELGRAVE AVE,,,,BELGRAVE AVE intersection,,29906
51555000,SIBERT LOOP,THOMAS AVE \ UNNAMED 161,,,,THOMAS AVE \ UNNAMED 161 intersection,,29907
51554000,SIBERT LOOP,UNNAMED 161,,,,UNNAMED 161 intersection,,29909
51188000,SIBLEY RD,VISTA CT,,,,VISTA CT intersection,,29910
51544000,SIBLEY RD,UNNAMED 142,,,,UNNAMED 142 intersection,,29912
51196000,SIBLEY RD,MORTON ST,,,,MORTON ST intersection,,29913
21552000,SICKLES AVE,ACTON ST \ MISSION ST,,,,ACTON ST \ MISSION ST intersection,,29915
21581000,SICKLES AVE,HURON AVE,,,,HURON AVE intersection,,29917
21583000,SICKLES AVE,SEARS ST,,,,SEARS ST intersection,,29919
21582000,SICKLES AVE,CAYUGA AVE,,,,CAYUGA AVE intersection,,29921
21589000,SICKLES AVE,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,29923
33438000,SICKLES AVE,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,29925
22456000,SICKLES AVE,PLYMOUTH AVE \ SAN JOSE AVE,,,,PLYMOUTH AVE \ SAN JOSE AVE intersection,,29927
23660000,SIERRA ST,TEXAS ST,,,,TEXAS ST intersection,,29928
23662000,SIERRA ST,MISSOURI ST,,,,MISSOURI ST intersection,,29930
34143000,SIGNAL RD,FOREST RD \ NIMITZ LN \ YERBA BUENA DR \ YERBA BUENA RD,,,,FOREST RD \ NIMITZ LN \ YERBA BUENA DR \ YERBA BUENA RD intersection,,29931
53056000,SIGNAL RD,END,,,,END intersection,,29933
20651000,SILLIMAN ST,HWY 101 S OFF RAMP \ HWY 101 S ON RAMP \ SAN BRUNO AVE,,,,HWY 101 S OFF RAMP \ HWY 101 S ON RAMP \ SAN BRUNO AVE intersection,,29934
20896000,SILLIMAN ST,GIRARD ST,,,,GIRARD ST intersection,,29936
20894000,SILLIMAN ST,BRUSSELS ST,,,,BRUSSELS ST intersection,,29938
20904000,SILLIMAN ST,GOETTINGEN ST,,,,GOETTINGEN ST intersection,,29940
20902000,SILLIMAN ST,SOMERSET ST,,,,SOMERSET ST intersection,,29942
20903000,SILLIMAN ST,HOLYOKE ST,,,,HOLYOKE ST intersection,,29944
20922000,SILLIMAN ST,HAMILTON ST,,,,HAMILTON ST intersection,,29946
20915000,SILLIMAN ST,BOWDOIN ST,,,,BOWDOIN ST intersection,,29948
20918000,SILLIMAN ST,DARTMOUTH ST,,,,DARTMOUTH ST intersection,,29950
20920000,SILLIMAN ST,COLBY ST,,,,COLBY ST intersection,,29952
20965000,SILLIMAN ST,UNIVERSITY ST,,,,UNIVERSITY ST intersection,,29954
20966000,SILLIMAN ST,PRINCETON ST,,,,PRINCETON ST intersection,,29956
20960000,SILLIMAN ST,AMHERST ST,,,,AMHERST ST intersection,,29958
20963000,SILLIMAN ST,YALE ST,,,,YALE ST intersection,,29960
20964000,SILLIMAN ST,CAMBRIDGE ST,,,,CAMBRIDGE ST intersection,,29962
20983000,SILLIMAN ST,OXFORD ST,,,,OXFORD ST intersection,,29964
20982000,SILLIMAN ST,HARVARD ST,,,,HARVARD ST intersection,,29966
20988000,SILLIMAN ST,GAMBIER ST,,,,GAMBIER ST intersection,,29968
21653000,SILLIMAN ST,MADISON ST,,,,MADISON ST intersection,,29970
21657000,SILLIMAN ST,VALMAR TER,,,,VALMAR TER intersection,,29972
21781000,SILVER AVE,ALEMANY BLVD,,,,ALEMANY BLVD intersection,,29973
21779000,SILVER AVE,CAMELLIA AVE,,,,CAMELLIA AVE intersection,,29975
21765000,SILVER AVE,MISSION ST,,,,MISSION ST intersection,,29977
33332000,SILVER AVE,LISBON ST,,,,LISBON ST intersection,,29979
21689000,SILVER AVE,CRAUT ST,,,,CRAUT ST intersection,,29981
21684000,SILVER AVE,MADRID ST,,,,MADRID ST intersection,,29983
21680000,SILVER AVE,EDINBURGH ST,,,,EDINBURGH ST intersection,,29985
33314000,SILVER AVE,CONGDON ST,,,,CONGDON ST intersection,,29987
21664000,SILVER AVE,NAPLES ST,,,,NAPLES ST intersection,,29989
21663000,SILVER AVE,VIENNA ST,,,,VIENNA ST intersection,,29991
21662000,SILVER AVE,MADISON ST,,,,MADISON ST intersection,,29993
21003000,SILVER AVE,GAMBIER ST,,,,GAMBIER ST intersection,,29995
21002000,SILVER AVE,HARVARD ST,,,,HARVARD ST intersection,,29997
21000000,SILVER AVE,OXFORD ST \ SUNGLOW LN,,,,OXFORD ST \ SUNGLOW LN intersection,,29999
20992000,SILVER AVE,CAMBRIDGE ST,,,,CAMBRIDGE ST intersection,,30001
20991000,SILVER AVE,YALE ST,,,,YALE ST intersection,,30003
20961000,SILVER AVE,AMHERST ST,,,,AMHERST ST intersection,,30005
20970000,SILVER AVE,PRINCETON ST,,,,PRINCETON ST intersection,,30007
20969000,SILVER AVE,UNIVERSITY ST,,,,UNIVERSITY ST intersection,,30009
20967000,SILVER AVE,COLBY ST,,,,COLBY ST intersection,,30011
33333000,SILVER AVE,COLBY ST,,,,COLBY ST intersection,,30013
20931000,SILVER AVE,DUNSMUIR ST,,,,DUNSMUIR ST intersection,,30015
20929000,SILVER AVE,DARTMOUTH ST,,,,DARTMOUTH ST intersection,,30017
20930000,SILVER AVE,BOWDOIN ST,,,,BOWDOIN ST intersection,,30019
20924000,SILVER AVE,BOWDOIN ST,,,,BOWDOIN ST intersection,,30021
20923000,SILVER AVE,HAMILTON ST,,,,HAMILTON ST intersection,,30023
20909000,SILVER AVE,BOYLSTON ST \ HOLYOKE ST,,,,BOYLSTON ST \ HOLYOKE ST intersection,,30025
20908000,SILVER AVE,SOMERSET ST,,,,SOMERSET ST intersection,,30027
33312000,SILVER AVE,MERRILL ST,,,,MERRILL ST intersection,,30029
20905000,SILVER AVE,GOETTINGEN ST,,,,GOETTINGEN ST intersection,,30031
20899000,SILVER AVE,BRUSSELS ST,,,,BRUSSELS ST intersection,,30033
20897000,SILVER AVE,BARNEVELD AVE,,,,BARNEVELD AVE intersection,,30035
33313000,SILVER AVE,GIRARD ST,,,,GIRARD ST intersection,,30037
20770000,SILVER AVE,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,30039
20656000,SILVER AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,30041
20765000,SILVER AVE,CHARTER OAK AVE,,,,CHARTER OAK AVE intersection,,30043
20764000,SILVER AVE,ELMIRA ST,,,,ELMIRA ST intersection,,30045
20739000,SILVER AVE,LEDYARD ST,,,,LEDYARD ST intersection,,30047
20763000,SILVER AVE,WATERVILLE ST,,,,WATERVILLE ST intersection,,30049
20737000,SILVER AVE,AUGUSTA ST \ SCOTIA AVE,,,,AUGUSTA ST \ SCOTIA AVE intersection,,30051
20745000,SILVER AVE,CONKLING ST,,,,CONKLING ST intersection,,30053
20744000,SILVER AVE,SANTA FE AVE,,,,SANTA FE AVE intersection,,30055
20743000,SILVER AVE,TOPEKA AVE,,,,TOPEKA AVE intersection,,30057
20741000,SILVER AVE,THOMAS AVE,,,,THOMAS AVE intersection,,30059
20742000,SILVER AVE,REVERE AVE,,,,REVERE AVE intersection,,30061
20694000,SILVER AVE,QUESADA AVE,,,,QUESADA AVE intersection,,30063
20691000,SILVER AVE,PALOU AVE \ QUINT ST,,,,PALOU AVE \ QUINT ST intersection,,30065
33243000,SILVERVIEW DR,BAYVIEW CIR,,,,BAYVIEW CIR intersection,,30066
33242000,SILVERVIEW DR,BAYVIEW CIR,,,,BAYVIEW CIR intersection,,30068
51204000,SIMONDS LOOP,RUGER ST,,,,RUGER ST intersection,,30069
51211000,SIMONDS LOOP,LIGGETT AVE \ PRESIDIO BLVD \ SUMNER AVE,,,,LIGGETT AVE \ PRESIDIO BLVD \ SUMNER AVE intersection,,30071
51541000,SIMONDS LOOP,GIBBON CT,,,,GIBBON CT intersection,,30072
51201000,SIMONDS LOOP,MUIR LOOP,,,,MUIR LOOP intersection,,30074
51200000,SIMONDS LOOP,RAWLES ST,,,,RAWLES ST intersection,,30076
51203000,SIMONDS LOOP,PRESIDIO BLVD,,,,PRESIDIO BLVD intersection,,30078
34180000,SIXTH ST,LONG BRIDGE ST \ MISSION BAY BLVD,,,,LONG BRIDGE ST \ MISSION BAY BLVD intersection,,30080
54098000,SIXTH ST,NELSON RISING LN,,,,NELSON RISING LN intersection,,30082
54099000,SIXTH ST,GENE FRIEND WAY,,,,GENE FRIEND WAY intersection,,30084
32890000,SKYLINE BLVD,39TH AVE \ SLOAT BLVD,,,,39TH AVE \ SLOAT BLVD intersection,,30085
33518000,SKYLINE BLVD,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,30087
33519000,SKYLINE BLVD,LAKE MERCED BLVD \ ZOO RD,,,,LAKE MERCED BLVD \ ZOO RD intersection,,30089
23331000,SKYLINE BLVD,ZOO RD,,,,ZOO RD intersection,,30091
23325000,SKYLINE BLVD,HARDING RD,,,,HARDING RD intersection,,30093
33521000,SKYLINE BLVD,GREAT HWY,,,,GREAT HWY intersection,,30095
23323000,SKYLINE BLVD,JOHN MUIR DR,,,,JOHN MUIR DR intersection,,30097
54170000,SKYLINE BLVD,OLYMPIC COUNTRY CLUB RD,,,,OLYMPIC COUNTRY CLUB RD intersection,,30100
51171000,SKYLINE BLVD,END,,,,END intersection,,30102
33710000,SKYLINE BLVD,FORT FUNSTON RD,,,,FORT FUNSTON RD intersection,,30104
26219000,SKYVIEW WAY,CITYVIEW WAY,,,,CITYVIEW WAY intersection,,30107
32980000,SKYVIEW WAY,GLADEVIEW WAY,,,,GLADEVIEW WAY intersection,,30109
32961000,SKYVIEW WAY,AQUAVISTA WAY,,,,AQUAVISTA WAY intersection,,30111
32962000,SKYVIEW WAY,OLYMPIA WAY,,,,OLYMPIA WAY intersection,,30113
26227000,SKYVIEW WAY,MARVIEW WAY,,,,MARVIEW WAY intersection,,30115
23141000,SLOAT BLVD,JUNIPERO SERRA BLVD \ PORTOLA DR \ SAINT FRANCIS BLVD \ WEST PORTAL AVE,,,,JUNIPERO SERRA BLVD \ PORTOLA DR \ SAINT FRANCIS BLVD \ WEST PORTAL AVE intersection,,30116
33612000,SLOAT BLVD,CRANLEIGH DR,,,,CRANLEIGH DR intersection,,30118
23145000,SLOAT BLVD,LAGUNITAS DR,,,,LAGUNITAS DR intersection,,30120
23146000,SLOAT BLVD,BEACHMONT DR,,,,BEACHMONT DR intersection,,30122
23149000,SLOAT BLVD,19TH AVE,,,,19TH AVE intersection,,30124
23143000,SLOAT BLVD,ARDENWOOD WAY,,,,ARDENWOOD WAY intersection,,30126
54087000,SLOAT BLVD,AVON WAY,,,,AVON WAY intersection,,30128
23162000,SLOAT BLVD,20TH AVE,,,,20TH AVE intersection,,30131
23163000,SLOAT BLVD,21ST AVE,,,,21ST AVE intersection,,30133
23164000,SLOAT BLVD,22ND AVE,,,,22ND AVE intersection,,30136
23166000,SLOAT BLVD,23RD AVE \ CRESTLAKE DR,,,,23RD AVE \ CRESTLAKE DR intersection,,30138
23214000,SLOAT BLVD,24TH AVE,,,,24TH AVE intersection,,30141
23215000,SLOAT BLVD,25TH AVE,,,,25TH AVE intersection,,30143
23219000,SLOAT BLVD,26TH AVE,,,,26TH AVE intersection,,30145
23217000,SLOAT BLVD,GABILAN WAY,,,,GABILAN WAY intersection,,30147
23222000,SLOAT BLVD,INVERNESS DR,,,,INVERNESS DR intersection,,30150
23223000,SLOAT BLVD,FOREST VIEW DR,,,,FOREST VIEW DR intersection,,30152
23220000,SLOAT BLVD,PARAISO PL,,,,PARAISO PL intersection,,30154
23224000,SLOAT BLVD,GOLETA AVE,,,,GOLETA AVE intersection,,30156
23130000,SLOAT BLVD,MEADOWBROOK DR,,,,MEADOWBROOK DR intersection,,30159
23244000,SLOAT BLVD,SYLVAN DR,,,,SYLVAN DR intersection,,30161
23245000,SLOAT BLVD,EL MIRASOL PL,,,,EL MIRASOL PL intersection,,30163
23241000,SLOAT BLVD,VALE AVE,,,,VALE AVE intersection,,30165
23243000,SLOAT BLVD,PALOS PL,,,,PALOS PL intersection,,30167
23137000,SLOAT BLVD,MIDDLEFIELD DR,,,,MIDDLEFIELD DR intersection,,30170
23246000,SLOAT BLVD,RIVERTON DR,,,,RIVERTON DR intersection,,30172
23334000,SLOAT BLVD,SPRINGFIELD DR,,,,SPRINGFIELD DR intersection,,30174
23335000,SLOAT BLVD,CONSTANSO WAY \ EVERGLADE DR,,,,CONSTANSO WAY \ EVERGLADE DR intersection,,30176
33724000,SLOAT BLVD,LAKESHORE PLZ,,,,LAKESHORE PLZ intersection,,30179
23338000,SLOAT BLVD,34TH AVE \ CLEARFIELD DR,,,,34TH AVE \ CLEARFIELD DR intersection,,30182
32892000,SLOAT BLVD,SUNSET BLVD OFF RAMP,,,,SUNSET BLVD OFF RAMP intersection,,30185
32893000,SLOAT BLVD,SUNSET BLVD ON RAMP,,,,SUNSET BLVD ON RAMP intersection,,30187
32894000,SLOAT BLVD,SUNSET BLVD OFF RAMP,,,,SUNSET BLVD OFF RAMP intersection,,30189
32895000,SLOAT BLVD,SUNSET BLVD ON RAMP,,,,SUNSET BLVD ON RAMP intersection,,30191
32890000,SLOAT BLVD,39TH AVE \ SKYLINE BLVD,,,,39TH AVE \ SKYLINE BLVD intersection,,30193
23358000,SLOAT BLVD,35TH AVE,,,,35TH AVE intersection,,30195
32891000,SLOAT BLVD,36TH AVE,,,,36TH AVE intersection,,30197
32903000,SLOAT BLVD,37TH AVE,,,,37TH AVE intersection,,30199
23431000,SLOAT BLVD,41ST AVE,,,,41ST AVE intersection,,30202
23447000,SLOAT BLVD,43RD AVE,,,,43RD AVE intersection,,30205
23445000,SLOAT BLVD,42ND AVE,,,,42ND AVE intersection,,30207
23453000,SLOAT BLVD,45TH AVE,,,,45TH AVE intersection,,30210
23450000,SLOAT BLVD,44TH AVE,,,,44TH AVE intersection,,30212
23493000,SLOAT BLVD,47TH AVE,,,,47TH AVE intersection,,30215
23456000,SLOAT BLVD,46TH AVE,,,,46TH AVE intersection,,30217
32904000,SLOAT BLVD,GREAT HWY,,,,GREAT HWY intersection,,30220
23496000,SLOAT BLVD,GREAT HWY,,,,GREAT HWY intersection,,30222
22889000,SOLA AVE,MAGELLAN AVE,,,,MAGELLAN AVE intersection,,30224
22890000,SOLA AVE,MARCELA AVE,,,,MARCELA AVE intersection,,30226
20908000,SOMERSET ST,SILVER AVE,,,,SILVER AVE intersection,,30227
20902000,SOMERSET ST,SILLIMAN ST,,,,SILLIMAN ST intersection,,30229
20900000,SOMERSET ST,FELTON ST,,,,FELTON ST intersection,,30231
20892000,SOMERSET ST,BURROWS ST,,,,BURROWS ST intersection,,30233
20888000,SOMERSET ST,BACON ST,,,,BACON ST intersection,,30235
20886000,SOMERSET ST,WAYLAND ST,,,,WAYLAND ST intersection,,30237
20885000,SOMERSET ST,WOOLSEY ST,,,,WOOLSEY ST intersection,,30239
20859000,SOMERSET ST,KAREN CT,,,,KAREN CT intersection,,30241
20596000,SOMERSET ST,MANSELL ST,,,,MANSELL ST intersection,,30242
20588000,SOMERSET ST,ORDWAY ST,,,,ORDWAY ST intersection,,30244
50960000,SOMERSET ST,END,,,,END intersection,,30245
20324000,SOMERSET ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,30247
33345000,SOMERSET ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,30248
20323000,SOMERSET ST,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,30250
25328000,SONOMA ST,GREEN ST,,,,GREEN ST intersection,,30251
28180000,SONOMA ST,UNION ST,,,,UNION ST intersection,,30253
33553000,SONORA LN,TERRA VISTA AVE,,,,TERRA VISTA AVE intersection,,30254
26399000,SONORA LN,LYON ST \ OFARRELL ST,,,,LYON ST \ OFARRELL ST intersection,,30256
22900000,SOTELO AVE,LOPEZ AVE,,,,LOPEZ AVE intersection,,30257
22977000,SOTELO AVE,SANTA RITA AVE,,,,SANTA RITA AVE intersection,,30259
33589000,SOTELO AVE,UNNAMED 034,,,,UNNAMED 034 intersection,,30261
27088000,SOTELO AVE,09TH AVE,,,,09TH AVE intersection,,30263
51293000,SOUTH DR,FIRST DR \ MAIN DR,,,,FIRST DR \ MAIN DR intersection,,30264
51292000,SOUTH DR,FIRST DR \ SECOND DR,,,,FIRST DR \ SECOND DR intersection,,30266
34147000,SOUTH GATE RD,I-80 W OFF RAMP \ TREASURE ISLAND RD,,,,I-80 W OFF RAMP \ TREASURE ISLAND RD intersection,,30267
34148000,SOUTH GATE RD,HILLCREST RD \ I-80 E OFF RAMP \ I-80 E ON RAMP,,,,HILLCREST RD \ I-80 E OFF RAMP \ I-80 E ON RAMP intersection,,30269
34151000,SOUTH GATE RD,I-80 W ON RAMP \ MACALLA RD \ NORTH GATE RD,,,,I-80 W ON RAMP \ MACALLA RD \ NORTH GATE RD intersection,,30271
21396000,SOUTH HILL BLVD,GENEVA AVE \ MOSCOW ST,,,,GENEVA AVE \ MOSCOW ST intersection,,30272
21397000,SOUTH HILL BLVD,MUNICH ST,,,,MUNICH ST intersection,,30274
21386000,SOUTH HILL BLVD,PRAGUE ST,,,,PRAGUE ST intersection,,30276
21385000,SOUTH HILL BLVD,ROLPH ST \ WINDING WAY,,,,ROLPH ST \ WINDING WAY intersection,,30278
21384000,SOUTH HILL BLVD,CHICAGO WAY,,,,CHICAGO WAY intersection,,30280
21374000,SOUTH HILL BLVD,BALTIMORE WAY,,,,BALTIMORE WAY intersection,,30282
21373000,SOUTH HILL BLVD,TOYON LN,,,,TOYON LN intersection,,30284
21371000,SOUTH HILL BLVD,CANYON DR,,,,CANYON DR intersection,,30286
51002000,SOUTH HILL BLVD,END,,,,END intersection,,30288
24484000,SOUTH PARK,02ND ST,,,,02ND ST intersection,,30289
28057000,SOUTH PARK,END,,,,END intersection,,30291
28058000,SOUTH PARK,JACK LONDON ALY,,,,JACK LONDON ALY intersection,,30293
28060000,SOUTH PARK,END,,,,END intersection,,30295
23816000,SOUTH PARK,JACK LONDON ALY,,,,JACK LONDON ALY intersection,,30297
28061000,SOUTH PARK,03RD ST,,,,03RD ST intersection,,30300
34166000,SOUTH ST,TERRY A FRANCOIS BLVD,,,,TERRY A FRANCOIS BLVD intersection,,30301
54104000,SOUTH ST,BRIDGEVIEW WAY,,,,BRIDGEVIEW WAY intersection,,30303
34162000,SOUTH ST,03RD ST,,,,03RD ST intersection,,30305
30748000,SOUTH VAN NESS AVE,MARKET ST \ VAN NESS AVE,,,,MARKET ST \ VAN NESS AVE intersection,,30306
24388000,SOUTH VAN NESS AVE,12TH ST \ MISSION ST \ OTIS ST,,,,12TH ST \ MISSION ST \ OTIS ST intersection,,30308
24358000,SOUTH VAN NESS AVE,12TH ST,,,,12TH ST intersection,,30311
24386000,SOUTH VAN NESS AVE,HOWARD ST,,,,HOWARD ST intersection,,30314
33613000,SOUTH VAN NESS AVE,PLUM ST,,,,PLUM ST intersection,,30316
24241000,SOUTH VAN NESS AVE,13TH ST,,,,13TH ST intersection,,30319
24344000,SOUTH VAN NESS AVE,ERIE ST,,,,ERIE ST intersection,,30322
